sports,supernatural,comedy,ecchi,sci-fi,psychological,mahou shoujo,horror,drama,thriller,action,mystery,hentai,music,fantasy,adventure,mecha,slice of life,romance
,,8129,,99614,,,,100780,,16163,,,,98512,20564,,137312,118637
,,8130,,99639,,,,100781,,16239,,,,98513,20570,,137337,119134
,,8133,,99644,,,,100782,,16247,,,,98519,20590,,137341,119344
,,8134,,99658,,,,100784,,16259,,,,98520,20594,,137621,119661
,,8139,,99659,,,,100791,,16331,,,,98547,20595,,137669,119779
,,8140,,99708,,,,100811,,16345,,,,98554,20599,,137697,119809
,,8141,,99714,,,,100815,,16355,,,,98580,20609,,137700,119812
,,8143,,99725,,,,100876,,16363,,,,98603,20613,,137734,119846
,,8149,,99730,,,,100912,,16385,,,,98621,20617,,137740,119927
,,8150,,99731,,,,100931,,16399,,,,98622,20619,,137804,119938
,,8152,,99732,,,,100979,,16468,,,,98629,20626,,137877,119945
,,8153,,99839,,,,101016,,16498,,,,98630,20635,,137892,119946
,,8154,,100009,,,,101045,,16524,,,,98662,20671,,137898,119947
,,8155,,100077,,,,101080,,16532,,,,98663,20683,,137939,119949
,,8156,,100081,,,,101090,,16558,,,,98707,20700,,138103,120120
,,8157,,100085,,,,101092,,16560,,,,98746,20713,,138119,120209
,,8158,,100148,,,,101103,,16562,,,,98747,20719,,138182,120264
,,8176,,100168,,,,101117,,16566,,,,98776,20729,,138262,120265
,,8179,,100183,,,,101161,,16568,,,,98791,20751,,138402,120314
,,8180,,100185,,,,101168,,16574,,,,98846,20752,,138424,120646
,,8187,,100245,,,,101169,,16590,,,,98862,20759,,138425,120697
,,8189,,100246,,,,101178,,16614,,,,98864,20770,,138446,120771
,,8190,,100248,,,,101183,,16620,,,,98873,20778,,138450,120815
,,8191,,100282,,,,101215,,16648,,,,98874,20786,,138554,121051
,,8192,,100287,,,,101231,,16656,,,,98875,20787,,138868,121052
,,8196,,100298,,,,101239,,16668,,,,98891,20789,,138882,121066
,,8205,,100330,,,,101249,,16728,,,,98902,20790,,138912,121119
,,8208,,100341,,,,101261,,16746,,,,98962,20799,,139069,121216
,,8213,,100356,,,,101281,,16748,,,,98972,20802,,139079,121231
,,8215,,100522,,,,101291,,16754,,,,98999,20809,,139093,121247
,,8220,,100561,,,,101313,,16756,,,,99000,20810,,139103,121299
,,8228,,100569,,,,101316,,16762,,,,99147,20815,,139182,121536
,,8234,,100643,,,,101339,,16774,,,,99148,20820,,,121645
,,8235,,100659,,,,101343,,16780,,,,99200,20832,,,121797
,,8240,,100663,,,,101344,,16784,,,,99263,20859,,,121856
,,8241,,100722,,,,101347,,16786,,,,99281,20865,,,122013
,,8244,,100723,,,,101348,,16788,,,,99349,20878,,,122040
,,8245,,100780,,,,101349,,16790,,,,99363,20905,,,122052
,,8246,,100781,,,,101350,,16794,,,,99431,20906,,,122370
,,8247,,100782,,,,101351,,16796,,,,99457,20914,,,122371
,,8258,,100784,,,,101369,,16798,,,,99539,20920,,,122373
,,8277,,100812,,,,101381,,16800,,,,99540,20922,,,122513
,,8314,,100814,,,,101387,,16802,,,,99557,20927,,,122516
,,8316,,100910,,,,101432,,16804,,,,99569,20928,,,122639
,,8317,,100912,,,,101478,,16806,,,,99582,20935,,,122652
,,8324,,100977,,,,101501,,16808,,,,99634,20938,,,122654
,,8336,,101036,,,,101550,,16810,,,,99636,20955,,,122672
,,8339,,101078,,,,101554,,16812,,,,99653,20956,,,122689
,,8345,,101092,,,,101573,,16814,,,,99656,20965,,,122875
,,8353,,101104,,,,101574,,16818,,,,99658,20978,,,123081
,,8355,,101115,,,,101610,,16820,,,,99659,20981,,,123375
,,8356,,101116,,,,101631,,16822,,,,99662,20986,,,123405
,,8357,,101123,,,,101633,,16828,,,,99663,20991,,,123769
,,8358,,101126,,,,101704,,16830,,,,99693,20994,,,123802
,,8359,,101157,,,,101759,,16832,,,,99710,21001,,,123903
,,8360,,101178,,,,101789,,16834,,,,99718,21004,,,124080
,,8361,,101179,,,,101814,,16870,,,,99720,21008,,,124140
,,8362,,101183,,,,101843,,16904,,,,99726,21021,,,124194
,,8363,,101228,,,,101903,,16932,,,,99727,21022,,,124344
,,8364,,101249,,,,101918,,17002,,,,99748,21023,,,124395
,,8365,,101281,,,,101922,,17048,,,,99749,21024,,,124410
,,8366,,101314,,,,101924,,17068,,,,99790,21032,,,124473
,,8367,,101317,,,,101925,,17141,,,,99847,21038,,,124675
,,8368,,101318,,,,101930,,17187,,,,99884,21095,,,125124
,,8369,,101339,,,,101972,,17247,,,,99888,21097,,,125367
,,8372,,101343,,,,101973,,17265,,,,99937,21104,,,125368
,,8373,,101344,,,,101992,,17269,,,,100004,21123,,,125516
,,8407,,101360,,,,102035,,17277,,,,100049,21128,,,126192
,,8408,,101368,,,,102038,,17291,,,,100085,21144,,,126213
,,8409,,101373,,,,102073,,17293,,,,100110,21175,,,126242
,,8410,,101379,,,,102156,,17339,,,,100112,21202,,,126257
,,8416,,101500,,,,102309,,17345,,,,100130,21220,,,126288
,,8417,,101524,,,,102350,,17379,,,,100181,21221,,,126356
,,8422,,101554,,,,102383,,17389,,,,100182,21230,,,126529
,,8423,,101595,,,,102385,,17391,,,,100246,21241,,,126546
,,8424,,101635,,,,102392,,17395,,,,100262,21252,,,126609
,,8438,,101705,,,,102393,,17419,,,,100268,21265,,,126652
,,8440,,101811,,,,102426,,17467,,,,100269,21266,,,126791
,,8442,,101812,,,,102446,,17563,,,,100283,21270,,,126891
,,8443,,101813,,,,102448,,17621,,,,100291,21271,,,126914
,,8457,,101814,,,,102510,,17649,,,,100294,21275,,,127050
,,8464,,101913,,,,102554,,17651,,,,100295,21335,,,127090
,,8465,,101915,,,,102558,,17655,,,,100296,21342,,,127114
,,8479,,101925,,,,102559,,17659,,,,100297,21355,,,127363
,,8481,,101930,,,,102561,,17677,,,,100432,21356,,,127368
,,8490,,102002,,,,102562,,17699,,,,100451,21361,,,127371
,,8496,,102005,,,,102572,,17717,,,,100465,21364,,,127401
,,8500,,102101,,,,102581,,17843,,,,100469,21367,,,127412
,,8501,,102102,,,,102607,,17887,,,,100484,21368,,,127508
,,8507,,102288,,,,102627,,17917,,,,100486,21385,,,127911
,,8516,,102353,,,,102656,,17947,,,,100527,21388,,,127912
,,8520,,102373,,,,102662,,17965,,,,100643,21394,,,127976
,,8521,,102401,,,,102687,,18001,,,,100644,21403,,,127991
,,8522,,102427,,,,102709,,18041,,,,100656,21410,,,127996
,,8524,,102431,,,,102784,,18055,,,,100661,21412,,,128223
,,8525,,102525,,,,102786,,18115,,,,100668,21424,,,128539
,,8532,,102581,,,,102787,,18137,,,,100673,21428,,,128643
,,8536,,102621,,,,102790,,18153,,,,100684,21434,,,128712
,,8538,,102622,,,,102832,,18227,,,,100715,21439,,,128715
,,8546,,102644,,,,102882,,18229,,,,100722,21449,,,128859
,,8547,,102645,,,,102883,,18247,,,,100728,21450,,,128947
,,8548,,102649,,,,102891,,18269,,,,100744,21459,,,129046
,,8550,,102659,,,,102912,,18271,,,,100749,21469,,,129068
,,8551,,102661,,,,102926,,18273,,,,100767,21485,,,129191
,,8553,,102674,,,,102973,,18275,,,,100790,21499,,,129195
,,8557,,102675,,,,102974,,18277,,,,100791,21500,,,129196
,,8595,,102678,,,,102981,,18283,,,,100811,21558,,,129202
,,8599,,102679,,,,102983,,18295,,,,100852,21560,,,129253
,,8604,,102734,,,,103007,,18301,,,,100878,21596,,,129263
,,8609,,102775,,,,103009,,18303,,,,100912,21599,,,129264
,,8624,,102776,,,,103010,,18305,,,,101004,21603,,,129265
,,8630,,102777,,,,103011,,18307,,,,101024,21611,,,129277
,,8631,,102779,,,,103019,,18309,,,,101034,21612,,,129347
,,8632,,102835,,,,103022,,18311,,,,101044,21637,,,129348
,,8634,,102924,,,,103023,,18313,,,,101046,21651,,,129349
,,8643,,102926,,,,103047,,18315,,,,101083,21660,,,129350
,,8644,,102934,,,,103049,,18319,,,,101094,21676,,,129351
,,8647,,102940,,,,103110,,18321,,,,101095,21699,,,129540
,,8648,,102941,,,,103125,,18325,,,,101098,21714,,,129549
,,8660,,102978,,,,103139,,18329,,,,101100,21728,,,129591
,,8664,,102979,,,,103179,,18331,,,,101101,21729,,,129595
,,8666,,102985,,,,103221,,18393,,,,101123,21747,,,129735
,,8675,,103013,,,,103222,,18397,,,,101125,21780,,,129771
,,8676,,103119,,,,103302,,18429,,,,101165,21788,,,129801
,,8679,,103138,,,,103317,,18447,,,,101166,21817,,,129896
,,8682,,103161,,,,103335,,18497,,,,101167,21820,,,129898
,,8687,,103162,,,,103338,,18499,,,,101168,21821,,,129946
,,8701,,103315,,,,103375,,18521,,,,101184,21822,,,129973
,,8705,,103328,,,,103388,,18523,,,,101216,21824,,,130104
,,8706,,103332,,,,103402,,18557,,,,101227,21831,,,130156
,,8709,,103359,,,,103421,,18583,,,,101261,21832,,,130246
,,8710,,103412,,,,103468,,18601,,,,101280,21840,,,130323
,,8716,,103426,,,,103477,,18617,,,,101289,21856,,,130369
,,8723,,103469,,,,103490,,18619,,,,101343,21858,,,130389
,,8726,,103493,,,,103506,,18631,,,,101344,21875,,,130586
,,8740,,103495,,,,103507,,18637,,,,101359,21880,,,130592
,,8749,,103643,,,,103527,,18639,,,,101367,21885,,,130941
,,8751,,103693,,,,103537,,18679,,,,101370,21891,,,131017
,,8754,,103706,,,,103548,,18683,,,,101372,87438,,,131019
,,8763,,103707,,,,103549,,18723,,,,101409,87476,,,131413
,,8764,,103708,,,,103555,,18767,,,,101432,87478,,,131414
,,8765,,103722,,,,103572,,18771,,,,101474,87486,,,131475
,,8767,,103723,,,,103638,,18799,,,,101505,87496,,,131520
,,8769,,103939,,,,103643,,18815,,,,101547,87498,,,131598
,,8786,,103959,,,,103703,,18835,,,,101597,87505,,,131701
,,8792,,103960,,,,103707,,18851,,,,101608,87506,,,131766
,,8795,,103961,,,,103712,,18893,,,,101609,87507,,,131863
,,8815,,103962,,,,103713,,18919,,,,101696,87539,,,131974
,,8829,,103963,,,,103746,,18989,,,,101744,97604,,,131999
,,8832,,103964,,,,103755,,19067,,,,101759,97608,,,132010
,,8841,,103965,,,,103785,,19105,,,,101814,97619,,,132052
,,8842,,103966,,,,103809,,19123,,,,101815,97634,,,132171
,,8848,,103967,,,,103873,,19163,,,,101875,97643,,,132381
,,8853,,103968,,,,103887,,19169,,,,101876,97645,,,132405
,,8857,,103969,,,,103940,,19171,,,,101877,97674,,,132460
,,8862,,103970,,,,103958,,19191,,,,101878,97734,,,132469
,,8876,,103971,,,,104051,,19199,,,,101879,97821,,,132516
,,8883,,103972,,,,104052,,19211,,,,101880,97881,,,132545
,,8889,,103973,,,,104073,,19213,,,,101881,97907,,,132560
,,8890,,103974,,,,104074,,19279,,,,101882,97919,,,132703
,,8891,,103987,,,,104078,,19307,,,,101906,97938,,,132816
,,8900,,103988,,,,104082,,19319,,,,101907,97940,,,132821
,,8908,,103989,,,,104090,,19365,,,,101916,97981,,,132903
,,8909,,103990,,,,104128,,19367,,,,101917,97984,,,133507
,,8925,,103991,,,,104155,,19391,,,,101918,97985,,,133728
,,8935,,103992,,,,104157,,19429,,,,101919,97986,,,133965
,,8952,,104008,,,,104158,,19479,,,,101920,97988,,,134081
,,8955,,104074,,,,104169,,19511,,,,101922,97995,,,134088
,,8957,,104091,,,,104180,,19547,,,,101926,97996,,,134168
,,8958,,104092,,,,104307,,19555,,,,101965,98104,,,134252
,,8959,,104126,,,,104326,,19581,,,,101968,98129,,,134710
,,8960,,104156,,,,104371,,19603,,,,101971,98144,,,134840
,,8961,,104159,,,,104375,,19613,,,,101972,98173,,,135535
,,8963,,104211,,,,104394,,19653,,,,101975,98222,,,135536
,,8964,,104378,,,,104407,,19687,,,,101985,98249,,,135576
,,8965,,104382,,,,104412,,19703,,,,102003,98297,,,135584
,,8966,,104462,,,,104419,,19717,,,,102060,98298,,,135848
,,8968,,104463,,,,104420,,19729,,,,102062,98319,,,136146
,,8985,,104466,,,,104424,,19745,,,,102073,98378,,,136149
,,8993,,104467,,,,104425,,19749,,,,102095,98402,,,136163
,,9005,,104557,,,,104434,,19753,,,,102098,98437,,,136164
,,9007,,104562,,,,104458,,19759,,,,102153,98448,,,136165
,,9013,,104739,,,,104464,,19769,,,,102155,98449,,,136192
,,9015,,104867,,,,104479,,19775,,,,102156,98451,,,136222
,,9023,,104925,,,,104528,,19781,,,,102159,98469,,,136360
,,9028,,104930,,,,104562,,19783,,,,102161,98470,,,136646
,,9041,,104990,,,,104569,,19797,,,,102164,98471,,,136666
,,9055,,105096,,,,104578,,19799,,,,102165,98491,,,136829
,,9062,,105119,,,,104674,,19855,,,,102166,98505,,,136934
,,9063,,105190,,,,104722,,19871,,,,102237,98512,,,137270
,,9070,,105310,,,,104749,,19921,,,,102304,98521,,,137281
,,9074,,105333,,,,104750,,19947,,,,102337,98554,,,137621
,,9077,,105595,,,,104867,,19951,,,,102376,98604,,,137662
,,9078,,105596,,,,104984,,19973,,,,102381,98629,,,137670
,,9087,,105662,,,,105018,,19977,,,,102400,98630,,,137673
,,9098,,105807,,,,105143,,19983,,,,102406,98746,,,137683
,,9100,,105857,,,,105196,,19989,,,,102427,98866,,,137725
,,9107,,105907,,,,105310,,19997,,,,102429,98873,,,137738
,,9120,,105928,,,,105334,,20007,,,,102431,98874,,,137739
,,9124,,105931,,,,105401,,20021,,,,102434,98875,,,137743
,,9127,,106154,,,,105402,,20035,,,,102436,99055,,,137758
,,9135,,106215,,,,105433,,20045,,,,102437,99263,,,137761
,,9159,,106240,,,,105595,,20053,,,,102446,99302,,,137806
,,9175,,106287,,,,105807,,20159,,,,102460,99420,,,137819
,,9181,,106493,,,,105893,,20187,,,,102462,99426,,,137877
,,9200,,106503,,,,105932,,20261,,,,102463,99528,,,137885
,,9201,,106508,,,,105974,,20329,,,,102464,99539,,,138047
,,9203,,106570,,,,106206,,20442,,,,102473,99540,,,138063
,,9205,,106690,,,,106240,,20447,,,,102483,99582,,,138109
,,9220,,106893,,,,106286,,20449,,,,102509,99629,,,138351
,,9284,,107188,,,,106287,,20451,,,,102511,99637,,,138424
,,9289,,107623,,,,106438,,20454,,,,102552,99639,,,138425
,,9290,,107663,,,,106457,,20456,,,,102553,99642,,,138474
,,9303,,107860,,,,106545,,20457,,,,102556,99644,,,138717
,,9324,,107881,,,,106559,,20458,,,,102558,99660,,,138803
,,9333,,107906,,,,106625,,20462,,,,102559,99661,,,138938
,,9334,,108039,,,,106750,,20467,,,,102560,99699,,,139103
,,9335,,108307,,,,106862,,20472,,,,102570,99717,,,139106
,,9337,,108353,,,,106894,,20474,,,,102571,99726,,,139142
,,9339,,108358,,,,106918,,20475,,,,102573,99727,,,139276
,,9340,,108478,,,,106931,,20476,,,,102574,99749,,,
,,9345,,108598,,,,107069,,20487,,,,102575,99788,,,
,,9347,,108626,,,,107110,,20494,,,,102576,99843,,,
,,9348,,108631,,,,107192,,20496,,,,102577,99884,,,
,,9351,,108746,,,,107202,,20502,,,,102578,99934,,,
,,9355,,108758,,,,107203,,20503,,,,102581,100081,,,
,,9362,,108815,,,,107341,,20513,,,,102639,100148,,,
,,9365,,108853,,,,107342,,20514,,,,102643,100166,,,
,,9366,,108937,,,,107371,,20522,,,,102647,100181,,,
,,9379,,108945,,,,107418,,20533,,,,102657,100182,,,
,,9383,,108972,,,,107506,,20540,,,,102658,100246,,,
,,9396,,108987,,,,107617,,20546,,,,102678,100291,,,
,,9403,,108996,,,,107627,,20547,,,,102679,100295,,,
,,9404,,109192,,,,107651,,20548,,,,102688,100388,,,
,,9426,,109193,,,,107660,,20552,,,,102689,100432,,,
,,9446,,109217,,,,107672,,20553,,,,102696,100519,,,
,,9451,,109280,,,,107743,,20560,,,,102703,100527,,,
,,9455,,109477,,,,107872,,20564,,,,102713,100643,,,
,,9464,,109483,,,,107875,,20565,,,,102716,100653,,,
,,9471,,109586,,,,107878,,20571,,,,102718,100658,,,
,,9491,,109745,,,,107880,,20572,,,,102719,100668,,,
,,9493,,109856,,,,107912,,20578,,,,102755,100684,,,
,,9498,,109911,,,,107929,,20580,,,,102765,100721,,,
,,9499,,109930,,,,107986,,20583,,,,102801,100744,,,
,,9506,,110131,,,,108147,,20587,,,,102891,100749,,,
,,9510,,110214,,,,108170,,20590,,,,102939,100767,,,
,,9513,,110261,,,,108287,,20594,,,,102976,100785,,,
,,9515,,110264,,,,108339,,20601,,,,102998,100814,,,
,,9518,,110275,,,,108388,,20605,,,,103000,100957,,,
,,9519,,110332,,,,108430,,20609,,,,103001,101014,,,
,,9523,,110344,,,,108444,,20612,,,,103002,101024,,,
,,9528,,110350,,,,108463,,20613,,,,103003,101044,,,
,,9533,,110353,,,,108465,,20616,,,,103008,101094,,,
,,9536,,110356,,,,108478,,20618,,,,103047,101165,,,
,,9540,,110371,,,,108489,,20619,,,,103124,101166,,,
,,9542,,110459,,,,108554,,20623,,,,103130,101167,,,
,,9561,,110521,,,,108577,,20626,,,,103161,101168,,,
,,9562,,110598,,,,108581,,20627,,,,103162,101180,,,
,,9563,,110686,,,,108598,,20628,,,,103172,101227,,,
,,9568,,110732,,,,108617,,20629,,,,103173,101228,,,
,,9581,,110786,,,,108632,,20630,,,,103175,101280,,,
,,9587,,110788,,,,108714,,20631,,,,103178,101289,,,
,,9598,,110789,,,,108725,,20632,,,,103209,101302,,,
,,9608,,110954,,,,108747,,20635,,,,103275,101336,,,
,,9611,,111131,,,,108891,,20647,,,,103276,101339,,,
,,9617,,111500,,,,108936,,20649,,,,103277,101343,,,
,,9618,,111733,,,,108978,,20650,,,,103301,101344,,,
,,9624,,111789,,,,108981,,20652,,,,103317,101347,,,
,,9627,,111852,,,,108988,,20658,,,,103323,101348,,,
,,9630,,111964,,,,108995,,20663,,,,103350,101359,,,
,,9645,,112019,,,,109020,,20667,,,,103351,101360,,,
,,9656,,112033,,,,109099,,20671,,,,103352,101367,,,
,,9673,,112034,,,,109102,,20675,,,,103353,101379,,,
,,9675,,112035,,,,109125,,20677,,,,103360,101409,,,
,,9712,,112295,,,,109171,,20678,,,,103412,101425,,,
,,9716,,112300,,,,109190,,20680,,,,103420,101470,,,
,,9734,,112303,,,,109261,,20683,,,,103429,101474,,,
,,9735,,112308,,,,109347,,20685,,,,103438,101524,,,
,,9736,,112357,,,,109349,,20686,,,,103441,101547,,,
,,9741,,112472,,,,109351,,20690,,,,103472,101595,,,
,,9750,,112534,,,,109352,,20691,,,,103473,101597,,,
,,9754,,112612,,,,109353,,20692,,,,103484,101609,,,
,,9768,,112640,,,,109412,,20695,,,,103533,101744,,,
,,9774,,112686,,,,109562,,20700,,,,103534,101814,,,
,,9776,,112716,,,,109586,,20704,,,,103543,101830,,,
,,9785,,112732,,,,109731,,20712,,,,103548,101843,,,
,,9786,,112803,,,,109911,,20713,,,,103574,101875,,,
,,9790,,112921,,,,109943,,20719,,,,103631,101906,,,
,,9794,,113138,,,,109944,,20727,,,,103632,101916,,,
,,9795,,113187,,,,109946,,20729,,,,103691,101917,,,
,,9796,,113317,,,,109979,,20730,,,,103704,101918,,,
,,9797,,113348,,,,109995,,20736,,,,103705,101919,,,
,,9799,,113359,,,,110221,,20737,,,,103707,101920,,,
,,9810,,113428,,,,110253,,20739,,,,103712,101922,,,
,,9811,,113595,,,,110277,,20741,,,,103713,101966,,,
,,9812,,113652,,,,110332,,20745,,,,103714,101972,,,
,,9817,,113669,,,,110349,,20746,,,,103717,101973,,,
,,9818,,113698,,,,110350,,20753,,,,103721,102003,,,
,,9819,,113863,,,,110371,,20755,,,,103724,102058,,,
,,9820,,113917,,,,110459,,20758,,,,103735,102059,,,
,,9821,,113936,,,,110464,,20760,,,,103755,102060,,,
,,9825,,113950,,,,110547,,20762,,,,103756,102092,,,
,,9832,,113971,,,,110619,,20763,,,,103757,102094,,,
,,9834,,114087,,,,110620,,20764,,,,103775,102156,,,
,,9839,,114105,,,,110643,,20770,,,,103789,102159,,,
,,9851,,114106,,,,110732,,20772,,,,103809,102163,,,
,,9863,,114115,,,,111028,,20773,,,,103887,102164,,,
,,9865,,114118,,,,111145,,20774,,,,103922,102165,,,
,,9869,,114122,,,,111290,,20778,,,,103929,102166,,,
,,9883,,114123,,,,111305,,20785,,,,103930,102233,,,
,,9884,,114129,,,,111314,,20786,,,,103936,102234,,,
,,9885,,114233,,,,111324,,20787,,,,103956,102236,,,
,,9888,,114236,,,,111501,,20788,,,,103969,102294,,,
,,9890,,114307,,,,111734,,20789,,,,103970,102316,,,
,,9895,,114334,,,,111762,,20790,,,,104070,102352,,,
,,9917,,114442,,,,111790,,20791,,,,104071,102367,,,
,,9922,,114448,,,,111795,,20792,,,,104080,102381,,,
,,9924,,114604,,,,111945,,20799,,,,104082,102396,,,
,,9925,,114717,,,,111951,,20800,,,,104087,102397,,,
,,9926,,114721,,,,112033,,20802,,,,104102,102401,,,
,,9934,,114811,,,,112034,,20806,,,,104103,102404,,,
,,9941,,114841,,,,112078,,20810,,,,104106,102405,,,
,,9944,,114842,,,,112079,,20811,,,,104127,102427,,,
,,9947,,114888,,,,112135,,20815,,,,104161,102432,,,
,,9949,,114943,,,,112151,,20817,,,,104175,102462,,,
,,9956,,114948,,,,112177,,20820,,,,104181,102463,,,
,,9958,,115006,,,,112302,,20821,,,,104183,102464,,,
,,9963,,115087,,,,112303,,20829,,,,104187,102505,,,
,,9969,,115105,,,,112308,,20832,,,,104188,102510,,,
,,9973,,115183,,,,112353,,20835,,,,104211,102560,,,
,,9982,,115219,,,,112357,,20839,,,,104212,102561,,,
,,9996,,115715,,,,112443,,20842,,,,104215,102562,,,
,,9998,,115833,,,,112450,,20845,,,,104252,102570,,,
,,9999,,115845,,,,112472,,20849,,,,104291,102575,,,
,,10000,,115864,,,,112640,,20850,,,,104308,102576,,,
,,10003,,115900,,,,112686,,20853,,,,104328,102598,,,
,,10012,,115914,,,,112716,,20862,,,,104330,102599,,,
,,10016,,115916,,,,112788,,20863,,,,104337,102600,,,
,,10020,,115918,,,,112803,,20873,,,,104340,102601,,,
,,10028,,116055,,,,113023,,20875,,,,104342,102602,,,
,,10030,,116073,,,,113024,,20879,,,,104362,102603,,,
,,10033,,116287,,,,113051,,20880,,,,104367,102604,,,
,,10039,,116566,,,,113231,,20881,,,,104379,102619,,,
,,10040,,116588,,,,113260,,20882,,,,104380,102631,,,
,,10045,,116589,,,,113271,,20898,,,,104387,102643,,,
,,10056,,116605,,,,113308,,20899,,,,104388,102657,,,
,,10057,,116620,,,,113337,,20905,,,,104393,102658,,,
,,10058,,116786,,,,113359,,20906,,,,104415,102661,,,
,,10059,,116944,,,,113361,,20913,,,,104417,102663,,,
,,10060,,116966,,,,113397,,20914,,,,104423,102678,,,
,,10061,,116982,,,,113415,,20919,,,,104432,102679,,,
,,10074,,117012,,,,113416,,20920,,,,104433,102696,,,
,,10075,,117196,,,,113538,,20921,,,,104435,102709,,,
,,10076,,117287,,,,113585,,20922,,,,104436,102718,,,
,,10080,,117325,,,,113595,,20926,,,,104437,102719,,,
,,10098,,117411,,,,113596,,20928,,,,104454,102765,,,
,,10108,,117533,,,,113653,,20930,,,,104456,102773,,,
,,10109,,117556,,,,113656,,20935,,,,104458,102777,,,
,,10110,,117756,,,,113698,,20941,,,,104490,102801,,,
,,10114,,117758,,,,113813,,20944,,,,104527,102883,,,
,,10115,,117961,,,,113814,,20947,,,,104545,102891,,,
,,10116,,118077,,,,113864,,20952,,,,104546,102924,,,
,,10119,,118126,,,,113932,,20955,,,,104558,102925,,,
,,10135,,118245,,,,113971,,20956,,,,104559,102926,,,
,,10136,,118419,,,,114043,,20958,,,,104566,102927,,,
,,10139,,118465,,,,114065,,20963,,,,104567,102976,,,
,,10165,,118640,,,,114085,,20965,,,,104570,102977,,,
,,10172,,119123,,,,114106,,20974,,,,104578,102985,,,
,,10187,,119368,,,,114117,,20978,,,,104592,102986,,,
,,10191,,119548,,,,114123,,20979,,,,104593,103008,,,
,,10194,,119665,,,,114129,,20981,,,,104594,103125,,,
